2025-03-08T13:00:00.054 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:12:58.940 +0530 [V]  - Music active, INFO
2025-03-08T13:12:59.942 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:12:59.943 +0530 [V]  - Music active, INFO
2025-03-08T13:13:00.942 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:13:00.943 +0530 [V]  - Music active, INFO
2025-03-08T13:13:01.942 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:13:01.943 +0530 [V]  - Music active, INFO
2025-03-08T13:13:02.943 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:13:02.945 +0530 [V]  - Music active, INFO
2025-03-08T13:13:03.944 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:13:03.945 +0530 [V]  - Music active, INFO
2025-03-08T13:13:04.945 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:13:04.945 +0530 [V]  - Music active, INFO
2025-03-08T13:13:05.945 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:13:05.947 +0530 [V]  - Music active, INFO
2025-03-08T13:13:06.946 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:13:06.948 +0530 [V]  - Music active, INFO
2025-03-08T13:13:07.947 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:13:07.948 +0530 [V]  - Music active, INFO
2025-03-08T13:13:08.948 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:13:08.948 +0530 [V]  - Music active, INFO
2025-03-08T13:13:09.949 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:13:09.950 +0530 [V]  - Music active, INFO
2025-03-08T13:13:10.948 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:13:10.949 +0530 [V]  - Music active, INFO
2025-03-08T13:13:11.950 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:13:11.950 +0530 [V]  - Music active, INFO
2025-03-08T13:13:12.950 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:13:12.952 +0530 [V]  - Music active, INFO
2025-03-08T13:13:13.951 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:13:13.952 +0530 [V]  - Music active, INFO
2025-03-08T13:13:14.952 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:13:14.953 +0530 [V]  - Music active, INFO
2025-03-08T13:13:15.953 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:13:15.954 +0530 [V]  - Music active, INFO
2025-03-08T13:13:16.955 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:13:16.956 +0530 [V]  - Music active, INFO
2025-03-08T13:13:17.956 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:13:17.958 +0530 [V]  - Music active, INFO
2025-03-08T13:13:18.956 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:13:18.956 +0530 [V]  - Music active, INFO
2025-03-08T13:13:19.956 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:13:19.958 +0530 [V]  - Music active, INFO
2025-03-08T13:13:20.956 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:13:20.957 +0530 [V]  - Music active, INFO
2025-03-08T13:13:21.957 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:13:21.960 +0530 [V]  - Music active, INFO
2025-03-08T13:13:22.959 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:13:22.960 +0530 [V]  - Music active, INFO
2025-03-08T13:13:23.959 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:13:23.961 +0530 [V]  - Music active, INFO
2025-03-08T13:13:24.960 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:13:24.960 +0530 [V]  - Music active, INFO
2025-03-08T13:13:25.961 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:13:25.964 +0530 [V]  - Music active, INFO
2025-03-08T13:13:26.962 +0530 [V]  - Music active, INFO
2025-03-08T13:13:26.962 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:13:27.963 +0530 [V]  - Music active, INFO
2025-03-08T13:13:27.963 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:13:28.962 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:13:28.962 +0530 [V]  - Music active, INFO
2025-03-08T13:13:29.964 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:13:29.966 +0530 [V]  - Music active, INFO
2025-03-08T13:13:30.964 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:13:30.965 +0530 [V]  - Music active, INFO
2025-03-08T13:13:31.964 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:13:31.965 +0530 [V]  - Music active, INFO
2025-03-08T13:13:32.965 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:13:32.966 +0530 [V]  - Music active, INFO
2025-03-08T13:13:33.967 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:13:33.968 +0530 [V]  - Music active, INFO
2025-03-08T13:13:34.967 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:13:34.968 +0530 [V]  - Music active, INFO
2025-03-08T13:13:35.968 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:13:35.969 +0530 [V]  - Music active, INFO
2025-03-08T13:13:36.969 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:13:36.971 +0530 [V]  - Music active, INFO
2025-03-08T13:13:37.967 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:13:37.969 +0530 [V]  - Music active, INFO
2025-03-08T13:13:38.970 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:13:38.972 +0530 [V]  - Music active, INFO
2025-03-08T13:13:39.970 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:13:39.971 +0530 [V]  - Music active, INFO
2025-03-08T13:13:40.970 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:13:40.970 +0530 [V]  - Music active, INFO
2025-03-08T13:13:41.971 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:13:41.972 +0530 [V]  - Music active, INFO
2025-03-08T13:13:42.973 +0530 [V]  - Music active, INFO
2025-03-08T13:13:42.973 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:13:43.972 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:13:43.973 +0530 [V]  - Music active, INFO
2025-03-08T13:13:44.973 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:13:44.974 +0530 [V]  - Music active, INFO
2025-03-08T13:13:45.975 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:13:45.975 +0530 [V]  - Music active, INFO
2025-03-08T13:13:46.976 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:13:46.977 +0530 [V]  - Music active, INFO
2025-03-08T13:13:47.979 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:13:47.980 +0530 [V]  - Music active, INFO
2025-03-08T13:13:48.978 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:13:48.979 +0530 [V]  - Music active, INFO
2025-03-08T13:13:49.980 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:13:49.981 +0530 [V]  - Music active, INFO
2025-03-08T13:13:50.979 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:13:50.980 +0530 [V]  - Music active, INFO
2025-03-08T13:13:51.981 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:13:51.982 +0530 [V]  - Music active, INFO
2025-03-08T13:13:52.980 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:13:52.981 +0530 [V]  - Music active, INFO
2025-03-08T13:13:53.981 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:13:53.982 +0530 [V]  - Music active, INFO
2025-03-08T13:13:54.980 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:13:54.981 +0530 [V]  - Music active, INFO
2025-03-08T13:13:55.982 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:13:55.982 +0530 [V]  - Music active, INFO
2025-03-08T13:13:56.984 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:13:56.985 +0530 [V]  - Music active, INFO
2025-03-08T13:13:57.985 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:13:57.986 +0530 [V]  - Music active, INFO
2025-03-08T13:13:58.985 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:13:58.986 +0530 [V]  - Music active, INFO
2025-03-08T13:13:59.986 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:13:59.988 +0530 [V]  - Music active, INFO
2025-03-08T13:14:00.986 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:14:00.988 +0530 [V]  - Music active, INFO
2025-03-08T13:14:01.988 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:14:01.989 +0530 [V]  - Music active, INFO
2025-03-08T13:14:02.988 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:14:02.990 +0530 [V]  - Music active, INFO
2025-03-08T13:14:03.990 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:14:03.994 +0530 [V]  - Music active, INFO
2025-03-08T13:14:04.991 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:14:04.992 +0530 [V]  - Music active, INFO
2025-03-08T13:14:05.991 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:14:05.992 +0530 [V]  - Music active, INFO
2025-03-08T13:14:06.991 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:14:06.992 +0530 [V]  - Music active, INFO
2025-03-08T13:14:07.991 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:14:07.992 +0530 [V]  - Music active, INFO
2025-03-08T13:14:08.990 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:14:08.992 +0530 [V]  - Music active, INFO
2025-03-08T13:14:09.990 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:14:09.992 +0530 [V]  - Music active, INFO
2025-03-08T13:14:10.991 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:14:10.992 +0530 [V]  - Music active, INFO
2025-03-08T13:14:11.992 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:14:11.994 +0530 [V]  - Music active, INFO
2025-03-08T13:14:12.990 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:14:12.991 +0530 [V]  - Music active, INFO
2025-03-08T13:14:13.993 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:14:13.994 +0530 [V]  - Music active, INFO
2025-03-08T13:14:14.993 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:14:14.993 +0530 [V]  - Music active, INFO
2025-03-08T13:14:15.994 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:14:15.995 +0530 [V]  - Music active, INFO
2025-03-08T13:14:16.995 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:14:16.996 +0530 [V]  - Music active, INFO
2025-03-08T13:14:17.995 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:14:17.996 +0530 [V]  - Music active, INFO
2025-03-08T13:14:18.995 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:14:18.996 +0530 [V]  - Music active, INFO
2025-03-08T13:14:19.998 +0530 [V]  - Music active, INFO
2025-03-08T13:14:19.999 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:14:20.995 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:14:20.996 +0530 [V]  - Music active, INFO
2025-03-08T13:14:21.998 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:14:22.000 +0530 [V]  - Music active, INFO
2025-03-08T13:14:22.998 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:14:23.000 +0530 [V]  - Music active, INFO
2025-03-08T13:14:23.999 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:14:24.000 +0530 [V]  - Music active, INFO
2025-03-08T13:14:25.001 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:14:25.005 +0530 [V]  - Music active, INFO
2025-03-08T13:14:26.001 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:14:26.002 +0530 [V]  - Music active, INFO
2025-03-08T13:14:26.334 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:14:26.335 +0530 [V]  - Music active, INFO
2025-03-08T13:14:26.441 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:14:26.443 +0530 [V]  - Music active, INFO
2025-03-08T13:14:26.462 +0530 [V]  - Music onMetadataChanged data: true && true, INFO
2025-03-08T13:14:26.463 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:14:26.464 +0530 [V]  - Music onMetadataChanged, INFO
2025-03-08T13:14:26.464 +0530 [V]  - Music active, INFO
2025-03-08T13:14:26.710 +0530 [V]  - lastNotificationReceivedTime = 1741419866708, INFO
2025-03-08T13:14:26.712 +0530 [V]  - Music controllers is not empty, INFO
2025-03-08T13:14:26.715 +0530 [V]  - Music filters passed, INFO
2025-03-08T13:14:26.720 +0530 [V]  - Music onMetadataChanged data: true && true, INFO
2025-03-08T13:14:26.722 +0530 [V]  - Music onMetadataChanged, INFO
2025-03-08T13:14:26.727 +0530 [V]  - Music playing from media.music.musicplayer, INFO
2025-03-08T13:14:26.728 +0530 [V]  - maySetupMediaSessionController active, INFO
2025-03-08T13:14:28.002 +0530 [V]  - Music active, INFO
2025-03-08T13:14:28.002 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:14:29.004 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:14:29.004 +0530 [V]  - Music active, INFO
2025-03-08T13:14:30.003 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:14:30.004 +0530 [V]  - Music active, INFO
2025-03-08T13:14:31.004 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:14:31.005 +0530 [V]  - Music active, INFO
2025-03-08T13:14:32.006 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:14:32.006 +0530 [V]  - Music active, INFO
2025-03-08T13:14:33.002 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:14:33.003 +0530 [V]  - Music active, INFO
2025-03-08T13:14:34.004 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:14:34.004 +0530 [V]  - Music active, INFO
2025-03-08T13:14:35.004 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:14:35.005 +0530 [V]  - Music active, INFO
2025-03-08T13:14:36.005 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:14:36.005 +0530 [V]  - Music active, INFO
2025-03-08T13:14:37.005 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:14:37.005 +0530 [V]  - Music active, INFO
2025-03-08T13:14:38.011 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:14:38.012 +0530 [V]  - Music active, INFO
2025-03-08T13:14:39.010 +0530 [V]  - Music active, INFO
2025-03-08T13:14:39.010 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:14:40.028 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:14:40.030 +0530 [V]  - Music active, INFO
2025-03-08T13:14:41.005 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:14:41.005 +0530 [V]  - Music active, INFO
2025-03-08T13:14:42.007 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:14:42.007 +0530 [V]  - Music active, INFO
2025-03-08T13:14:43.008 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:14:43.008 +0530 [V]  - Music active, INFO
2025-03-08T13:14:44.011 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:14:44.013 +0530 [V]  - Music active, INFO
2025-03-08T13:14:45.014 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:14:45.016 +0530 [V]  - Music active, INFO
2025-03-08T13:14:45.753 +0530 [V]  - lastNotificationReceivedTime = 1741419885753, INFO
2025-03-08T13:14:45.758 +0530 [V]  - Music controllers is not empty, INFO
2025-03-08T13:14:45.759 +0530 [V]  - Music filters passed, INFO
2025-03-08T13:14:45.764 +0530 [V]  - Music onMetadataChanged data: true && true, INFO
2025-03-08T13:14:45.764 +0530 [V]  - Music onMetadataChanged, INFO
2025-03-08T13:14:45.766 +0530 [V]  - Music playing from media.music.musicplayer, INFO
2025-03-08T13:14:45.769 +0530 [V]  - maySetupMediaSessionController active, INFO
2025-03-08T13:14:45.771 +0530 [V]  - lastNotificationReceivedTime = 1741419885771, INFO
2025-03-08T13:14:45.773 +0530 [V]  - Music controllers is not empty, INFO
2025-03-08T13:14:45.774 +0530 [V]  - Music filters passed, INFO
2025-03-08T13:14:45.791 +0530 [V]  - Music onMetadataChanged data: true && true, INFO
2025-03-08T13:14:45.791 +0530 [V]  - Music onMetadataChanged, INFO
2025-03-08T13:14:45.794 +0530 [V]  - maySetupMediaSessionController active, INFO
2025-03-08T13:14:45.793 +0530 [V]  - Music playing from media.music.musicplayer, INFO
2025-03-08T13:14:46.010 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:14:46.010 +0530 [V]  - Music active, INFO
2025-03-08T13:14:47.011 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:14:47.011 +0530 [V]  - Music active, INFO
2025-03-08T13:14:48.011 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:14:48.012 +0530 [V]  - Music active, INFO
2025-03-08T13:14:49.012 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:14:49.012 +0530 [V]  - Music active, INFO
2025-03-08T13:14:50.013 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
